ID,県,市区町村,普通世帯総数,25歳未満,25〜34歳,35〜44,45〜54,55〜64,65歳以上,自営業主,農林・漁業業主,商工・その他の業主,雇用者,会社・団体・公社又は個人に雇われている者,官公庁,労働者派遣事業所の派遣社員,パート・アルバイト・その他,無職,学生,その他,300万円未満,300〜500,500〜700,700〜1000,1000万円以上
208,愛知県,津島市,23540 ,80 ,1340 ,3400 ,4590 ,4560 ,8160 ,2360 ,270 ,2090 ,11870 ,8170 ,800 ,320 ,2580 ,5400 ,10 ,5380 ,7520 ,6470 ,4230 ,2540 ,1460 
209,愛知県,碧南市,23970 ,470 ,2420 ,4130 ,4400 ,4940 ,6400 ,2820 ,450 ,2370 ,14120 ,10870 ,880 ,590 ,1780 ,4810 ,0 ,4810 ,5570 ,6600 ,4720 ,3410 ,2500 
210,愛知県,刈谷市,56460 ,1370 ,8360 ,10660 ,10340 ,8510 ,12350 ,3810 ,370 ,3440 ,30770 ,24690 ,1350 ,1240 ,3490 ,9560 ,180 ,9380 ,11820 ,15240 ,11300 ,8430 ,4890 
211,愛知県,豊田市,151490 ,5580 ,16720 ,24990 ,25640 ,26660 ,37550 ,9990 ,1780 ,8210 ,80200 ,62150 ,4020 ,3840 ,10180 ,29810 ,2180 ,27630 ,34620 ,38960 ,29030 ,21980 ,13220 
212,愛知県,安城市,68100 ,1940 ,8460 ,13430 ,12830 ,12410 ,16800 ,5450 ,890 ,4560 ,37660 ,29570 ,1970 ,1220 ,4900 ,11320 ,80 ,11240 ,16950 ,19530 ,13480 ,9940 ,6120 
213,愛知県,西尾市,52520 ,1750 ,4770 ,8880 ,8790 ,10890 ,15060 ,8120 ,2220 ,5910 ,29660 ,22200 ,2210 ,1260 ,3990 ,10320 ,50 ,10270 ,11180 ,14430 ,11200 ,8220 ,5330 
214,愛知県,蒲郡市,28920 ,190 ,2010 ,4220 ,4730 ,5750 ,10520 ,3690 ,770 ,2920 ,13970 ,10090 ,1000 ,420 ,2460 ,7010 ,80 ,6930 ,9360 ,7870 ,5040 ,3460 ,1680 
215,愛知県,犬山市,27400 ,300 ,1770 ,4520 ,4420 ,4340 ,9790 ,2710 ,260 ,2450 ,14790 ,10810 ,860 ,740 ,2380 ,7390 ,80 ,7310 ,7890 ,6980 ,5140 ,3400 ,1770 
216,愛知県,常滑市,22420 ,360 ,3140 ,3660 ,3700 ,3590 ,7210 ,2120 ,550 ,1570 ,10810 ,8090 ,640 ,430 ,1640 ,5320 ,0 ,5320 ,6860 ,7330 ,4090 ,2220 ,1180 
217,愛知県,江南市,37670 ,510 ,2960 ,5790 ,5890 ,6630 ,12960 ,3440 ,120 ,3320 ,19600 ,14190 ,1180 ,740 ,3490 ,10290 ,180 ,10120 ,11970 ,10370 ,6410 ,4160 ,2120 
219,愛知県,小牧市,56910 ,1600 ,5470 ,10160 ,9500 ,11140 ,17340 ,4930 ,500 ,4430 ,29920 ,20980 ,1820 ,1690 ,5430 ,12370 ,560 ,11810 ,16780 ,17950 ,9850 ,7080 ,3780 
220,愛知県,稲沢市,47240 ,730 ,3670 ,7760 ,7680 ,9040 ,16230 ,5450 ,1730 ,3720 ,24480 ,17430 ,1620 ,1010 ,4420 ,11500 ,70 ,11430 ,13470 ,13210 ,9240 ,6140 ,3250 
221,愛知県,新城市,16100 ,140 ,810 ,1770 ,2470 ,3940 ,6530 ,2610 ,840 ,1770 ,8240 ,5620 ,870 ,140 ,1600 ,4530 ,0 ,4530 ,4870 ,4530 ,3140 ,2140 ,1020 
222,愛知県,東海市,41660 ,1220 ,5560 ,7590 ,7070 ,7380 ,11440 ,3060 ,510 ,2560 ,24630 ,18640 ,1290 ,840 ,3860 ,8480 ,190 ,8290 ,11700 ,12940 ,7300 ,6170 ,2460 
223,愛知県,大府市,31340 ,880 ,3960 ,6080 ,4780 ,4720 ,7860 ,2780 ,340 ,2440 ,17340 ,13580 ,940 ,510 ,2320 ,6250 ,240 ,6020 ,6700 ,7920 ,6270 ,4690 ,2760 
224,愛知県,知多市,30830 ,310 ,2330 ,5140 ,4840 ,6550 ,10130 ,2330 ,290 ,2040 ,16320 ,12110 ,850 ,500 ,2860 ,8190 ,30 ,8160 ,8250 ,8370 ,6100 ,4580 ,1990 
225,愛知県,知立市,27830 ,870 ,3840 ,5560 ,4780 ,3900 ,6970 ,1840 ,130 ,1720 ,16060 ,12720 ,650 ,760 ,1930 ,4790 ,40 ,4750 ,7050 ,7220 ,5020 ,4210 ,2560 
226,愛知県,尾張旭市,31750 ,510 ,2590 ,6320 ,5170 ,5860 ,10000 ,2970 ,80 ,2890 ,16820 ,12730 ,1220 ,390 ,2480 ,7510 ,140 ,7370 ,8300 ,9240 ,6270 ,4340 ,2450 
227,愛知県,高浜市,16320 ,450 ,2140 ,3630 ,2740 ,2430 ,4000 ,1420 ,90 ,1340 ,9060 ,7120 ,410 ,400 ,1120 ,2920 ,0 ,2920 ,4510 ,4620 ,3030 ,2040 ,1260 
228,愛知県,岩倉市,19050 ,150 ,1630 ,3200 ,3040 ,3090 ,5790 ,1620 ,80 ,1540 ,9670 ,6740 ,530 ,510 ,1890 ,4330 ,10 ,4330 ,5770 ,5510 ,3060 ,1710 ,950 
229,愛知県,豊明市,27190 ,850 ,3130 ,4560 ,4550 ,4450 ,8410 ,2210 ,170 ,2040 ,14630 ,11290 ,750 ,500 ,2080 ,6620 ,310 ,6310 ,7690 ,8300 ,4490 ,3280 ,2200 
230,愛知県,日進市,36410 ,2800 ,4630 ,6880 ,5320 ,4550 ,9010 ,2920 ,70 ,2850 ,18920 ,15220 ,1300 ,400 ,2000 ,7530 ,1330 ,6190 ,8330 ,8840 ,6900 ,5260 ,4040 
231,愛知県,田原市,20630 ,1030 ,1990 ,3490 ,3930 ,4900 ,5070 ,5600 ,3870 ,1730 ,10730 ,8550 ,800 ,130 ,1250 ,2530 ,0 ,2530 ,3680 ,6670 ,4050 ,3440 ,2590 
232,愛知県,愛西市,21070 ,100 ,990 ,3390 ,3750 ,4110 ,8110 ,2960 ,880 ,2080 ,10900 ,7660 ,1090 ,250 ,1900 ,5380 ,10 ,5360 ,6000 ,5960 ,4130 ,3210 ,1300 
